ACPs;cod_mun
BAGE;4304358
BAGE;4309654
TUBARAO - LAGUNA;4203956
TUBARAO - LAGUNA;4206207
TUBARAO - LAGUNA;4209409
TUBARAO - LAGUNA;4212650
TUBARAO - LAGUNA;4218707
SAO BENTO DO SUL - RIO NEGRINHO;4215000
SAO BENTO DO SUL - RIO NEGRINHO;4215802
JOINVILLE;4201307
JOINVILLE;4209102
JARAGUA DO SUL;4204509
JARAGUA DO SUL;4206504
JARAGUA DO SUL;4208906
JARAGUA DO SUL;4217402
ITAJAI - BALNEARIO CAMBORIU;4202008
ITAJAI - BALNEARIO CAMBORIU;4202107
ITAJAI - BALNEARIO CAMBORIU;4203204
ITAJAI - BALNEARIO CAMBORIU;4208203
ITAJAI - BALNEARIO CAMBORIU;4211306
ITAJAI - BALNEARIO CAMBORIU;4212502
ITAJAI - BALNEARIO CAMBORIU;4212809
CRICIUMA;4204251
CRICIUMA;4204608
CRICIUMA;4205456
CRICIUMA;4207007
CRICIUMA;4211207
CRICIUMA;4211256
CRICIUMA;4211603
CRICIUMA;4217600
CRICIUMA;4218350
CRICIUMA;4219002
CRICIUMA;4220000
CHAPECO;4204202
CHAPECO;4204350
CHAPECO;4206652
BRUSQUE;4202701
BRUSQUE;4202909
BRUSQUE;4206306
BLUMENAU;4202404
BLUMENAU;4205902
BLUMENAU;4207106
BLUMENAU;4207502
UMUARAMA;4114708
UMUARAMA;4128104
TOLEDO;4117453
TOLEDO;4127700
PONTA GROSSA;4104659
PONTA GROSSA;4119905
MARINGA;4107900
MARINGA;4110003
MARINGA;4111100
MARINGA;4114104
MARINGA;4114807
MARINGA;4115200
MARINGA;4117404
MARINGA;4117503
MARINGA;4120408
MARINGA;4126256
LONDRINA;4103701
LONDRINA;4109807
LONDRINA;4112702
LONDRINA;4113700
INTERNACIONAL DE FOZ DO IGUACU;4108304
INTERNACIONAL DE FOZ DO IGUACU;4124053
CASCAVEL;4104808
CASCAVEL;4124020
SAO ROQUE - MAIRINQUE;3528403
SAO ROQUE - MAIRINQUE;3550605
JI-PARANA;1100122
SAO JOSE DO RIO PRETO;3504602
SAO JOSE DO RIO PRETO;3504800
SAO JOSE DO RIO PRETO;3511300
SAO JOSE DO RIO PRETO;3517505
SAO JOSE DO RIO PRETO;3521150
SAO JOSE DO RIO PRETO;3524501
SAO JOSE DO RIO PRETO;3530300
SAO JOSE DO RIO PRETO;3530409
SAO JOSE DO RIO PRETO;3532504
SAO JOSE DO RIO PRETO;3532801
SAO JOSE DO RIO PRETO;3549805
SAO JOSE DO RIO PRETO;3555604
SAO CARLOS;3519303
SAO CARLOS;3548906
RIO CLARO;3521101
RIO CLARO;3543907
RIO CLARO;3546702
RIBEIRAO PRETO;3507803
RIBEIRAO PRETO;3513108
RIBEIRAO PRETO;3525102
RIBEIRAO PRETO;3543402
RIBEIRAO PRETO;3546256
RIBEIRAO PRETO;3551405
RIBEIRAO PRETO;3551504
PIRACICABA;3511706
PIRACICABA;3538709
PIRACICABA;3544004
PIRACICABA;3545159
OURINHOS;3510153
OURINHOS;3534708
MOGI GUACU - MOGI MIRIM;3530706
MOGI GUACU - MOGI MIRIM;3530805
MOGI GUACU - MOGI MIRIM;3557303
MARILIA;3529005
MARILIA;3534104
MARILIA;3556602
LIMEIRA;3521408
LIMEIRA;3526902
JUNDIAI;3508405
JUNDIAI;3509601
JUNDIAI;3524006
JUNDIAI;3525201
JUNDIAI;3525904
JUNDIAI;3527306
JUNDIAI;3556503
ITU - SALTO;3523909
ITU - SALTO;3545209
ITAPETININGA;3500758
ITAPETININGA;3522307
GUARATINGUETA;3502507
GUARATINGUETA;3518404
GUARATINGUETA;3540754
GUARATINGUETA;3544301
FRANCA;3116407
FRANCA;3513207
FRANCA;3516200
FRANCA;3523701
FRANCA;3536307
FRANCA;3542701
FRANCA;3543105
CATANDUVA;3511102
CATANDUVA;3511201
CATANDUVA;3514924
CATANDUVA;3514957
CATANDUVA;3528858
CATANDUVA;3533254
CATANDUVA;3538105
CARAGUATATUBA - UBATUBA - SAO SEBASTIAO;3510500
CARAGUATATUBA - UBATUBA - SAO SEBASTIAO;3520400
CARAGUATATUBA - UBATUBA - SAO SEBASTIAO;3550704
CARAGUATATUBA - UBATUBA - SAO SEBASTIAO;3555406
BIRIGUI;3506508
BIRIGUI;3507704
BIRIGUI;3507753
BIRIGUI;3512506
BAURU;3506003
BAURU;3539400
ATIBAIA;3504107
ATIBAIA;3507100
ARARAQUARA;3501707
ARARAQUARA;3503208
ARARAQUARA;3516853
ARARAQUARA;3543709
ARARAQUARA;3546900
AMERICANA - SANTA BARBARA D'OESTE;3501608
AMERICANA - SANTA BARBARA D'OESTE;3533403
AMERICANA - SANTA BARBARA D'OESTE;3545803
VOLTA REDONDA - BARRA MANSA;3300407
VOLTA REDONDA - BARRA MANSA;3303955
VOLTA REDONDA - BARRA MANSA;3306305
TRES RIOS - PARAIBA DO SUL;3116209
TRES RIOS - PARAIBA DO SUL;3158607
TRES RIOS - PARAIBA DO SUL;3300951
TRES RIOS - PARAIBA DO SUL;3303708
TRES RIOS - PARAIBA DO SUL;3306008
RESENDE;3302254
RESENDE;3304110
RESENDE;3304128
RESENDE;3304201
PETROPOLIS;3300225
PETROPOLIS;3303906
MACAE - RIO DAS OSTRAS;3300936
MACAE - RIO DAS OSTRAS;3301306
MACAE - RIO DAS OSTRAS;3301405
MACAE - RIO DAS OSTRAS;3302403
MACAE - RIO DAS OSTRAS;3304524
CAMPOS DOS GOYTACAZES;3301009
CAMPOS DOS GOYTACAZES;3305000
CABO FRIO;3300233
CABO FRIO;3300258
CABO FRIO;3300704
CABO FRIO;3305208
ARARUAMA;3300209
ARARUAMA;3301876
UBA;3156304
UBA;3169901
SETE LAGOAS;3131000
SETE LAGOAS;3153608
SETE LAGOAS;3167202
SAO JOAO DEL REI;3119708
SAO JOAO DEL REI;3157336
SAO JOAO DEL REI;3162500
SAO JOAO DEL REI;3168804
PASSOS;3126307
PASSOS;3147907
LAVRAS;3130408
LAVRAS;3134301
LAVRAS;3138203
LAVRAS;3154705
JUIZ DE FORA;3115904
JUIZ DE FORA;3125002
JUIZ DE FORA;3136702
JUIZ DE FORA;3140803
JUIZ DE FORA;3167509
ITAJUBA;3132404
ITAJUBA;3150901
ITAJUBA;3151008
ITAJUBA;3163201
ITAJUBA;3172202
IPATINGA;3106309
IPATINGA;3109253
IPATINGA;3119401
IPATINGA;3131158
IPATINGA;3131307
IPATINGA;3135001
IPATINGA;3140308
IPATINGA;3144359
IPATINGA;3158953
IPATINGA;3168705
CONSELHEIRO LAFAIETE;3118007
CONSELHEIRO LAFAIETE;3118304
CONSELHEIRO LAFAIETE;3135407
CONSELHEIRO LAFAIETE;3145901
CONSELHEIRO LAFAIETE;3153806
CONSELHEIRO LAFAIETE;3160900
BARBACENA;3101631
BARBACENA;3102902
BARBACENA;3105608
PETROLINA;2611101
PETROLINA;2918407
PATOS;2510808
PATOS;2512606
CAMPINA GRANDE;2504009
CAMPINA GRANDE;2508307
CAMPINA GRANDE;2509206
CAMPINA GRANDE;2512408
CAMPINA GRANDE;2512507
SOBRAL;2304350
SOBRAL;2312908
JUAZEIRO DO NORTE;2301901
JUAZEIRO DO NORTE;2304202
JUAZEIRO DO NORTE;2307304
IMPERATRIZ;2103752
IMPERATRIZ;2105302
MACAPA;1600303
MACAPA;1600600
PORTO VELHO;1100205
PORTO VELHO;1100809
RIO VERDE;5218805
FORMOSA;5208004
ANAPOLIS;5201108
SINOP;5107909
RONDONOPOLIS;5107602
TRES LAGOAS;5008305
DOURADOS;5003702
RIO GRANDE;4315602
PASSO FUNDO;4314100
LAGES;4209300
PARANAGUA;4118204
GUARAPUAVA;4109401
ARAPONGAS;4101507
APUCARANA;4101408
TATUI;3554003
SERTAOZINHO;3551702
JAU;3525300
ITATIBA;3523404
INDAIATUBA;3520509
BRAGANCA PAULISTA;3507605
BOTUCATU;3507506
BARRETOS;3505500
ARARAS;3503307
ARACATUBA;3502804
TERESOPOLIS;3305802
NOVA FRIBURGO;3303401
ANGRA DOS REIS;3300100
SAO MATEUS;3204906
LINHARES;3203205
GUARAPARI;3202405
COLATINA;3201506
CACHOEIRO DE ITAPEMIRIM;3201209
VARGINHA;3170701
UBERLANDIA;3170206
UBERABA;3170107
TEOFILO OTONI;3168606
POUSO ALEGRE;3152501
POCOS DE CALDAS;3151800
PATOS DE MINAS;3148004
MURIAE;3143906
MONTES CLAROS;3143302
ITABIRA;3131703
GOVERNADOR VALADARES;3127701
DIVINOPOLIS;3122306
ARAGUARI;3103504
VITORIA DA CONQUISTA;2933307
TEIXEIRA DE FREITAS;2931350
PORTO SEGURO;2925303
PAULO AFONSO;2924009
JEQUIE;2918001
ITABUNA;2914802
ILHEUS;2913606
FEIRA DE SANTANA;2910800
EUNAPOLIS;2910727
BARREIRAS;2903201
ALAGOINHAS;2900702
ARAPIRACA;2700300
VITORIA DE SANTO ANTAO;2616407
GARANHUNS;2606002
CARUARU;2604106
MOSSORO;2408003
ITAPIPOCA;2306405
PARNAIBA;2207702
CODO;2103307
CAXIAS;2103000
BACABAL;2101202
ACAILANDIA;2100055
PALMAS;1721000
ARAGUAINA;1702109
SANTAREM;1506807
PARAUAPEBAS;1505536
MARABA;1504208
CASTANHAL;1502400
CAMETA;1502103
BRAGANCA;1501709
ABAETETUBA;1500107
BOA VISTA;1400100
PARINTINS;1303403
RIO BRANCO;1200401
PRESIDENTE PRUDENTE;3500808
PRESIDENTE PRUDENTE;3501301
PRESIDENTE PRUDENTE;3502408
PRESIDENTE PRUDENTE;3508900
PRESIDENTE PRUDENTE;3515129
PRESIDENTE PRUDENTE;3515301
PRESIDENTE PRUDENTE;3520608
PRESIDENTE PRUDENTE;3532207
PRESIDENTE PRUDENTE;3539202
PRESIDENTE PRUDENTE;3541208
PRESIDENTE PRUDENTE;3541406
PRESIDENTE PRUDENTE;3542404
PRESIDENTE PRUDENTE;3548302
PRESIDENTE PRUDENTE;3552908
PRESIDENTE PRUDENTE;3553906
